idx,m,a,b,n1,n2,n3,invert,vsplit,hsplit,periodicity,pixel_error,attempts
23,4,0.628616517589658,0.312188253058097,3.735428391912068,0.6667681647242474,5.597711290737256,0,0,0,250,0.0,2
24,5,0.606348040222615,0.6786596231974418,5.307075248959338,3.8308296965513806,5.151300618319661,1,0,0,200,0.0,1
25,9,1.03115380436382,0.4695566331775176,3.098292757543004,1.031466528325652,2.2482334015458623,0,0,0,270,0.0,1
26,7,0.8875793370289354,0.5468446076276222,4.339292344822612,2.056113861552894,0.9539619588919104,1,1,1,290,0.0,1
27,2,0.6499211296138548,0.7458325463735466,1.2536329466380864,5.566343646782147,3.890930161960498,0,0,0,240,0.0,1
28,2,0.8799049511832534,0.3157164713393663,0.2648727565912072,5.467719710736758,4.727915153785269,1,1,1,260,0.0,1
29,9,0.8712079655857601,1.04494667592501,3.7442716822008415,2.5751285220810565,3.057980238082727,0,0,0,210,0.0,3
30,12,0.87276214426779,0.6833864592446585,1.8405272346844748,0.7761934251395031,0.7072017871156653,1,0,0,230,0.0,1
31,6,0.3388644061969563,1.0381670491776065,5.435643736228216,4.114009090819269,3.20701468857168,0,0,0,300,0.0,1
32,6,0.8061471244521106,0.638604312365632,3.8825186678834,2.7240265520210003,3.862051314012816,1,0,0,220,0.0,5
33,12,0.8465830632675647,0.9368657394545212,1.542754826223809,4.887167536514578,1.057583388313912,0,0,1,300,0.0,1
34,9,0.6683491465333131,0.8929236591068072,5.333299800603263,4.25771723197407,2.358605614134576,1,0,0,260,0.0,1
35,3,1.1533243266337945,0.5341927909146396,2.594825111234546,0.2993633923108791,5.081802337976468,0,1,0,220,0.0,6
36,2,0.6852272901767709,0.3329936133701256,2.159988516945574,0.8844274137287393,3.8126803496701447,1,0,0,280,0.0,1
37,7,0.2888220094528265,0.7441159097514938,4.567844645187707,3.1284561910124413,0.6889490768585644,0,1,0,240,0.0,1
38,10,0.977926168574706,0.5186823314303493,0.2799755728061757,4.09324346098671,2.9171693341149134,1,0,0,200,0.0,5
39,5,0.6981043880219139,1.0810528973760667,3.7474855661772266,1.8520288726879928,5.667315968426269,0,0,1,280,0.0,3
40,4,1.0085152396411048,0.8021815550670849,5.007837702118116,5.54858318703765,4.273807513328949,1,0,0,210,0.0,1
41,10,0.4499629423154413,1.0362831000193382,1.7663452054848043,2.6463289798501024,1.1025275613524237,0,1,0,260,0.0,2
42,8,1.0817580734524863,0.5056385975133173,1.9020194546575675,1.3450105524473637,1.4302038028679862,1,0,0,300,0.0,1
43,2,0.3843139179418202,0.5670904795013884,0.6414987595682498,4.159194784455248,4.529052747607447,0,0,1,230,0.0,2
44,3,0.821266021957469,0.989217096191921,1.1493653685219272,3.541285070397288,5.753277883252652,1,0,0,270,0.0,4
45,8,0.8789347243030021,0.7974238128400083,5.049928347329441,0.4058159592415847,3.507705306357302,0,0,1,200,0.0,1
46,11,0.986686423685933,0.9672845081050436,2.9369420390816923,2.2752448125435945,0.4306711630602121,1,0,0,240,0.0,1
47,6,0.5799669837311991,1.0837877009565715,5.0343299739534935,4.994075578138242,3.470186383026268,0,1,0,290,0.0,1
48,6,1.1575855360732896,1.0406000037763858,0.3986181552122345,0.4544215640396838,3.07877706453311,0,0,0,250,0.0,10
49,11,0.5546098440430851,0.8726265956095345,3.773192476870421,4.507685339865928,5.863252701653887,1,1,0,280,0.0,6
50,8,0.9717417207780402,0.739432930629008,2.7673523563863967,4.171101025646624,3.850070888809448,0,0,1,270,0.0,1
51,4,0.6138290737505924,0.8276452679767259,4.626611041050253,2.986784452260564,0.3568068613263861,1,0,0,200,0.0,4
52,1,0.7395710198571769,0.5617358325906912,5.232566195582876,1.0923304702533954,1.8277934145104813,0,0,1,300,0.0,1
53,7,0.5506895355407678,0.9063778340067444,2.352544592392782,5.922859776163168,4.809940409354524,1,0,0,230,0.0,2
54,10,0.5622695142591675,0.3660485664658234,4.415218581316739,3.313822810566309,4.553296312401072,0,0,0,220,0.0,3
55,4,0.5470728355357621,0.918485829885403,1.4631020345892436,1.284992885789144,1.1998766837325443,1,1,0,250,0.0,4
56,5,1.10902780238883,0.34204007045457,2.592704822822346,3.7339500013544695,0.9026395438265142,0,0,1,210,0.0,1
57,10,0.7569848091236814,0.7895170254321223,5.243340102347185,1.0327814182380788,3.5599516059228,1,0,0,270,0.0,2
58,7,0.6757869223017705,0.4559956409436774,1.0209249104650684,2.8543242328194376,5.491591274370915,0,0,0,290,0.0,1
59,2,0.2546246866638923,1.0312732714062325,4.415129172129479,4.889330813851572,2.570818960339641,1,1,0,240,0.0,4
60,2,0.7215365644592228,0.756140613881347,3.3450713066831863,5.558759058052503,1.1622783227525086,0,0,0,260,0.0,2
61,9,0.8793325646454001,0.4908704553040809,0.8628226592493231,2.202023623045918,4.20466070436259,1,1,0,210,0.0,4
62,12,0.9669454946347004,1.05878813818187,5.18236720092692,1.0583682050890115,5.011475744551153,0,0,1,230,0.0,4
63,5,0.7678646497897704,0.8826273823926107,2.1955232767922594,3.8087814257496864,2.29785631719977,1,0,0,290,0.0,2
64,5,0.8534841349709934,0.4363767832364557,5.245850886839004,4.408191627533804,1.505173407897201,1,0,0,230,0.0,2
65,12,0.8984896336091793,0.9315588939124434,2.778185662298492,2.794484257957748,4.211309436924298,0,0,0,300,0.0,1
66,9,0.9076424963361668,0.883390012201607,5.113576148059241,0.3911782491692758,4.762541341827649,1,1,1,260,0.0,1
67,2,0.5123501694224436,1.1586206888541752,0.9938584740570934,4.58818039188638,2.002271122733171,0,0,0,210,0.0,1
68,2,0.7808318117125209,0.665960724101456,0.7012130039074641,3.1424316572465223,0.258659270757952,1,1,1,290,0.0,1
69,7,0.3371239049062078,1.0387303501510878,3.2545177244895407,1.5261647461069998,3.0095845440619704,0,0,0,240,0.0,1
70,10,0.8922601657684347,0.3798364441088947,1.843675506298044,1.8944942009561416,5.876502893135343,1,0,0,210,0.0,4
71,5,0.7163945122818304,0.8053949772822506,5.005534294185063,5.727486417407877,2.9222836019429925,0,0,0,270,0.0,1
72,4,0.8557717987992778,0.4070347494966868,3.5990148637459143,2.290696884489196,2.171888817599319,1,1,1,220,0.0,1
73,10,0.3704497094887465,0.918919602481836,0.4569005616480006,5.163171873748482,4.931482905826395,0,0,0,260,0.0,2
74,7,1.0135983278674077,0.5089301349587172,4.556927320328637,4.319846722408875,4.017230403473748,1,0,0,300,0.0,1
75,2,1.194875628982581,1.0017446788201911,5.707662995500527,1.8977413320773957,1.6759214153639437,0,0,0,220,0.0002,3
76,4,0.7654530018082115,0.7004406720388137,3.664829118795465,1.0046143063011717,2.525872473109822,1,0,0,280,0.0,1
77,8,1.0066725228820097,0.3933259788781595,5.260352183386271,3.4265792794584886,4.853574477345241,0,0,0,200,0.0,1
78,11,0.8084514002860319,0.923812353558824,1.284796328423516,5.274688611281591,3.718162819913802,1,1,1,240,0.0,1
79,6,0.4380959206693168,0.7930020653457762,4.379157255720142,2.347529062917998,1.060474419514166,0,0,0,280,0.0,1
80,6,0.9353437859408056,0.9117018436496316,1.738621442007367,4.460489980637716,5.538633805825071,0,1,0,240,0.0,1
81,11,0.6592890454497725,0.4961635009247483,4.012618769936613,0.958037577507652,2.4543058929715835,1,0,1,290,0.0,2
82,8,0.937040988422779,0.9673797999200906,0.6181557649094301,2.964096736912663,0.6531240139590501,0,0,0,270,0.0,1
83,3,0.6651414443224513,0.6126409656295402,3.483540512256325,4.695799822118988,3.500538023828461,1,0,0,210,0.0,1
84,2,1.0729911946210082,0.2627303317528636,4.465402727887718,4.237032039984108,5.474669222301586,0,0,0,290,0.0,1
85,8,0.530924574018581,1.0548024154451174,1.5854597445037963,1.7481663230925566,2.814802271393404,1,0,0,230,0.0,1
86,10,0.9013491147467592,0.6078981017839376,5.350291493298124,1.3887095650074168,0.9948547728525824,0,1,0,210,0.0,1
87,4,0.3158960672428498,0.9344192459628812,2.8792408174177915,3.352195434762017,3.6204108739165535,1,0,1,260,0.0,6
88,4,1.0092465720020245,0.6119177093352783,2.0171597493063835,0.7804840244941552,3.617504721928046,0,0,0,200,0.0,2
89,9,0.6873798706270529,0.960824779912325,3.7248935522389615,3.773037641449712,0.534269343526013,1,0,0,270,0.0,4
90,7,0.9675810290525472,0.5090874494128785,2.987435397123725,2.8430232130105124,3.461381862264356,0,1,0,280,0.0,1
91,2,0.392433405366409,0.946842433655175,5.936388131897208,2.7657279768395133,5.482815858034742,1,0,1,250,0.0,1
92,3,0.719285235769045,0.7278447906365326,5.258189983982788,3.658993633398503,1.7708873583792433,0,1,0,250,0.0,2
93,9,0.3161521192745751,1.0595587760977705,1.9007612942623648,5.094810562778489,2.644570868143796,1,0,1,220,0.0,1
94,6,0.9212318074981332,0.9211482952255028,0.2495120387769093,1.770931123637833,1.7706362524018886,0,0,0,230,0.0,1
95,6,0.9328841323049784,0.4010588226157341,0.3531098394226791,1.5936712306587215,4.8834925508004,1,0,0,300,0.0,3
96,6,1.020263676394382,0.6731829540722445,3.066202739553602,5.69360190214969,5.727056754577357,0,0,1,240,0.0,1
97,12,0.262890105741399,1.1582993019540748,5.161203890199608,1.9923404729693528,1.4350036378890496,1,0,0,290,0.0,3
98,9,1.1263517639745482,0.4179387016263845,1.20498170842571,1.6358385333739465,0.4053899976802571,0,0,0,260,0.0,3
99,3,0.7584195847735662,1.0549414278309133,4.319898888794373,3.220684938178165,3.229908104292967,1,1,0,220,0.0,1
100,2,0.8369049402487614,0.8121191688668419,3.414401001480967,4.470973431416846,4.680465276128391,0,0,0,280,0.0,1
101,7,0.3414437322585675,0.5597382999776316,0.7324670329555278,0.3584776127169123,1.840440608018076,1,1,0,240,0.0,2
102,9,0.8077240643730433,1.0098769126037128,4.4633939680077415,2.682980025456456,1.7874027122233669,0,0,1,210,0.0,1
103,5,0.9674528203152756,0.751662959010059,1.7764761726917122,4.769899908097233,4.496322896608832,1,0,0,260,0.0,1
104,4,0.9113517864567344,0.7713066131280736,0.3710466209222934,2.5924943589896627,3.495287214392079,0,0,0,220,0.0,1
105,11,0.5026698833254815,0.5865008288949557,3.435456445459593,5.06918422187733,0.981062935237444,1,1,0,250,0.0,2
106,8,0.8643504218635387,0.9317072016836122,3.105100742205644,4.0279932347623655,3.0180174171506864,0,0,1,300,0.0,1
107,1,0.7504766147430653,0.8200516128773054,5.260498305391504,1.4970235654659272,4.952450952501802,1,0,0,230,0.0,1
108,3,1.0106610173908583,0.3830175799566092,5.349753627102998,1.1161978884645478,3.715284265899224,0,0,1,270,0.0,4
109,8,0.4775352757241191,0.9820710571516872,2.49513057925446,3.807018515167208,2.85958412407194,1,0,0,200,0.0,1
110,11,1.076240198770302,0.5735102558736004,4.1649208870567405,1.9483797708239976,2.881929548258561,0,0,0,250,0.0,1
111,6,0.3760675758371294,0.8031024733642524,1.6583404335864118,2.587433785259516,3.8289515989078176,1,1,0,280,0.0,1
112,6,1.1263099658477536,0.4848979314626497,4.783815872251517,3.146799849471173,1.164696389595565,1,0,0,240,0.0,2
113,11,0.6380644255191676,0.9441802768449902,1.9061292263084644,1.4584408373707165,4.030220012894342,0,1,0,290,0.0,1
114,8,1.0449754813397194,0.7609981767930729,2.7363550353416635,2.2566395330627724,4.40740425097141,1,0,0,270,0.0,1
115,3,0.489061522865963,1.05956032659289,0.6035115313653949,5.486668914546856,1.6480076682089673,0,0,1,200,0.0,1
116,1,0.958987901525632,1.0003865837908972,1.1679527958893738,4.734192077140023,0.7893922037500506,1,0,0,300,0.0,1
117,7,0.9981332579013682,1.0015400933679115,4.788902543155805,3.238328407362004,3.600993006512794,0,0,1,230,0.0,2
118,10,0.8794108971840066,1.082664528206447,2.7347075705739967,0.5159575520050551,5.294245621310099,1,0,0,210,0.0,2
119,4,0.6477321030019031,0.7186095096220854,4.063425799734087,3.7557700755265966,2.3704231317562066,0,1,0,260,0.0,1
120,5,0.3399127947424129,0.8038330405831084,4.924900193479594,0.9304663293640446,1.7296937310522849,1,0,0,200,0.0,1
121,10,0.6026230889908767,0.8413853519623713,1.4062616037718407,3.765771361773073,4.869048445859402,0,0,1,280,0.0,1
122,7,1.1093101419447204,0.8248358361661453,5.85988145682607,5.553604781523974,4.331087421120351,1,0,0,280,0.0,2
123,2,1.0462568617327803,0.8849314497480264,3.1499581396033403,2.019572380260526,1.2764443269471772,0,1,0,250,0.0,3
124,3,0.7705144895136844,0.4435226775684304,2.2128066270929705,2.270505822700788,2.9886154565130254,1,0,0,250,0.0,2
125,9,0.3717771829481686,0.6940158634604765,4.620010504121104,5.129290720791434,5.855264683206194,0,1,0,220,0.0,1
126,11,1.0740303742053463,0.3585069531844974,0.4203253406348384,5.186381352412364,2.890739176573589,1,0,0,220,0.0,6
127,5,0.2579466321574783,0.9601880302880956,3.6881354185251833,0.7615008489509085,0.3350229790983685,0,0,1,300,0.0,6
128,5,0.8046842566313145,0.5123393943553163,0.8791193502387086,4.467260744803731,5.089328877289495,1,0,0,260,0.0,1
129,11,0.6848522816995836,0.9296476089605604,3.373155491968878,0.3474271321193956,2.3848998451905485,0,0,0,210,0.0,4
130,9,1.051557603402825,0.4891096035652832,2.0189238887986565,2.8260886292601377,1.0275547746713776,1,1,0,240,0.0,5
131,3,0.3531036787754602,0.6897007510452381,5.152044708122824,5.093396795782355,3.767679612699616,0,0,1,290,0.0,1
132,2,0.5769981272691477,0.6980295334926679,5.382821685181293,5.677545705286143,5.509511672307792,1,1,0,210,0.0,1
133,7,0.4713162843103353,0.898059528874685,4.06837622060203,1.857250316697152,3.5629004692764106,0,0,1,260,0.0,1
134,10,0.967668431001068,0.5581725765416294,4.397520931951512,1.536926163204946,0.6496397316759555,1,0,0,290,0.0,1
135,5,0.8181336398544687,0.726544567238986,1.017964840384196,3.182941828589222,3.548439254030707,0,0,0,240,0.0,1
136,4,0.6411768763257669,0.6438826062291827,3.158433462857876,1.0265981352432456,4.482573777692798,1,1,0,300,0.0,1
137,10,0.5680473244751495,0.9768048988954344,5.582861538506967,3.906628556308332,1.9688991824033744,0,0,1,230,0.0,3
138,7,1.1342834900468317,1.119363040295912,2.6619789591133443,4.221055404729436,3.37668200664588,1,0,0,220,0.0004,3
139,1,0.8031899219115519,0.541733538183366,4.464563081405692,2.802585236520112,4.521729074565823,0,0,0,250,0.0,1
140,3,1.0471756857298633,0.3002310066653664,3.604862945620184,2.08429277159526,3.535483444356616,1,0,0,250,0.0,1
141,8,0.5456758944538318,0.4929879443073831,0.5532327187631093,5.659063599593264,0.432584033396547,0,0,0,280,0.0,1
142,11,1.186276887708998,1.050641240883014,4.211090633126956,3.674344904964068,2.5648327093646897,1,1,0,270,0.0,2
143,6,0.43407794763734,1.1703819824760615,2.3227638099417707,1.2562996112960152,5.131487796333359,0,0,1,200,0.0,5
144,6,0.9502350459177152,1.1152369004972549,4.538687433498335,4.812853868183736,0.353146294867032,0,1,1,270,0.0,3
145,11,0.3336275094098317,0.890855539670504,1.322714429436957,3.129845166177627,1.0564740642304673,1,0,0,200,0.0,1
146,8,0.59311955618136,0.4921423742740309,5.02457702988695,0.4613419742573597,5.7384858167347685,0,0,0,240,0.0,5
147,3,0.4422349433353551,0.7971767709439778,3.1020861470522285,4.4306231994273295,2.8660126487928577,1,0,0,290,0.0,1
148,2,1.0741254615766909,0.8673083126100853,4.284024475988246,2.0841625304231344,1.367770410397558,0,0,0,210,0.0,3
149,8,0.6222444123010076,0.3510432520920991,5.196970651577965,1.1875474450380326,4.327325645289223,1,0,0,260,0.0,1
150,11,0.5310784674878964,0.9202721756940576,0.6956938878914912,1.685062221476807,4.950688131895237,0,1,1,300,0.0,3
151,4,0.4352729175171589,1.015405343348329,3.367534579698876,5.920168100837925,2.693519251542413,1,0,0,230,0.0,1
152,5,1.0219969024083035,0.8826796263120552,5.652171805899933,2.898131203170604,2.5546847770642187,0,0,0,280,0.0,1
153,9,0.7520243566939633,0.8931614443562851,2.126068592559303,5.023931171561559,5.295430776255329,1,0,0,250,0.0,1
154,7,1.0790648501927975,1.0042069369048698,3.6930301186673473,3.993617683700201,3.653794035819772,0,1,1,200,0.0,1
155,2,1.1453957925780691,0.892645696025629,0.3623324880182778,0.87371518967918,0.90822439919317,1,0,0,270,0.0,2
156,3,0.4251217679923921,0.4117196220347092,1.8347302259157845,0.871435769161227,2.054077172680398,0,1,1,230,0.0,4
157,9,0.4474500218002609,1.125636423209473,3.894999425443448,3.6963854938337306,4.685888695440254,1,0,0,300,0.0,4
158,12,0.8003131349464837,0.3451992716964011,2.689728507688072,5.447602882043699,4.124382099883139,0,0,0,250,0.0,4
159,6,0.6351420412897806,0.7366810854622727,5.271315916298925,2.1574852982113586,1.1367131368335297,1,0,0,220,0.0,1
160,6,0.8497777973064462,1.1261584762414112,3.116117551309173,3.114419181199028,0.8057191140078412,0,0,0,260,0.0,1
161,12,0.9694507792708138,0.688352579843704,0.8745813874917575,2.175666842160052,4.141876487838177,1,0,1,210,0.0,1
162,9,0.9397507861873756,0.7349094007228043,4.897787954143982,1.992200364439139,5.173812499628739,0,0,0,230,0.0,1
163,3,0.891476192915403,0.9572559180060244,1.6796429621698552,5.561296226593537,2.417099989019574,1,1,0,300,0.0,2
164,2,1.0279038517368415,0.4637531016073518,2.929458000272785,4.730772330385705,1.2228090264496143,0,0,0,200,0.0,3
165,7,0.3987886519027405,0.9065242201834648,5.492842452849357,2.9344198646792123,3.5155866823207504,1,1,0,270,0.0,1
166,9,1.052074230840757,0.331789549684461,1.158027172528356,0.2879612872117028,4.933525195704176,0,0,0,290,0.0,4
167,4,0.3216034622896877,0.9497401246256768,4.198300383977463,4.506397078265424,1.899410449061521,1,0,1,240,0.0,1
168,4,1.1665748157719893,0.3296356048534486,5.5698781889287385,5.383194795200179,2.804526746803999,0,0,0,300,0.0,1
169,10,1.0596281921290156,1.1118135214598688,2.6166683122999475,3.5911319203372023,5.981353636836818,1,1,0,220,0.0,2
170,8,0.9737179580015856,0.973730866124618,3.4794920520471644,4.974619074776331,3.1318592943132444,0,0,0,220,0.0,2
171,2,0.3832772097439091,1.0475361423130574,1.6479950576458122,2.233220347031832,4.040764171663263,1,0,1,260,0.0,1
172,3,0.5972424262299085,0.7927065321857667,2.8081861870070393,1.2849420171975887,5.977538769163793,0,0,0,240,0.0212,3
173,8,0.5056616990599719,0.8786249665950103,3.6497828619408352,5.124556865514234,4.455733994748846,1,0,1,280,0.0,1
174,11,0.8855928144886039,0.8761964169698873,2.065274426360679,4.194773476496335,4.221805556221364,0,0,0,280,0.0,1
175,6,0.949011574453312,0.7127126416687989,4.892975415590405,0.630088949002331,1.4120507011151675,1,1,0,200,0.0,1
176,6,0.9958928792324684,0.7067863959095941,0.9447001374899676,5.866890290385062,4.672636610636689,1,0,0,270,0.0,1
177,11,1.0454974533296255,0.5777441942190553,4.58966919803947,1.719711318401144,1.7060789018214535,0,1,0,210,0.0,2
178,8,0.7100685163479973,0.7796758631679866,3.150990942452703,1.4343828118943072,1.3099140796826287,1,0,1,240,0.0,1
179,4,0.5077377135418139,1.0316129982481637,5.509721776242372,3.2386878842826694,5.015729403034117,0,0,0,290,0.0,1
180,1,0.9386340902791096,0.5286131631455631,4.154747954597273,3.77976640937013,5.348707312222971,1,0,1,210,0.0,6
181,8,0.7671277112084759,0.9301591825089208,1.9797765183781937,0.4467559197580495,2.8039069306382287,0,0,0,260,0.0,1
182,10,1.117698293885241,0.7526006714256404,3.2167908978490494,3.0909842276966897,0.5350647634086243,1,0,0,290,0.0,2
183,4,0.5578748897169583,0.9349862001336644,0.929235486902118,4.890300157226436,3.4325015285216183,0,1,0,230,0.0,1
184,5,0.8547189050352473,0.4731499128585965,2.29381691214123,2.2242808916529326,3.975667658048679,1,0,1,280,0.0,1
185,10,0.3292169870322095,0.6339426010578347,4.751838373480481,5.583397158615447,0.9433807385000256,0,0,0,250,0.0,4
186,7,1.1322140516341863,0.3995146274067553,0.4170062929608489,3.702749502369554,2.2002001647078804,1,0,0,200,0.0,1
187,2,0.694450714137439,0.8057074949567472,3.34589953617556,0.9731947838766596,5.168683640889694,0,1,0,270,0.0,1
188,3,0.7107055833245536,0.9714508742151796,4.65806615224454,0.717312601707364,3.5841500972737186,1,0,0,230,0.0,1
189,9,0.6258136797059418,0.5513851662942749,1.4239693348020714,4.1146530042819895,0.6048533078907213,0,1,0,300,0.0,1
190,12,0.7488943741263036,0.7997257583086588,5.414766346926205,4.881776848689009,2.668698500508541,1,0,1,250,0.0,1
191,5,0.8701093104134098,0.4702479097838158,2.3368269028271227,2.568357453487213,5.398179773544666,0,0,0,220,0.0,1
192,5,0.7046682186939464,0.8140021399405487,5.199401285698029,1.588613388720098,3.508514074715568,0,0,0,260,0.0,1
193,12,0.3811495909241446,1.0971753875943242,2.175471520716425,3.087770916908667,1.5750869206142408,1,0,0,220,0.0,1
194,9,1.0885811960514418,0.9640948130594518,3.865168511903386,5.693808047765104,2.8930478203225007,0,1,1,220,0.0,2
195,2,0.5648479187462913,0.7045509231691395,0.4142182871867443,1.863387833971896,5.748902306567548,1,0,0,300,0.0,1
196,2,0.881620525409851,0.3792758494407305,1.3736936738290333,2.4751910758023805,4.605542750715336,0,1,1,200,0.0,1
197,7,0.6946614946968978,0.9871728504735622,4.309299959904695,4.878976654500323,1.6433899920075483,1,0,0,280,0.0,1
198,10,0.7801144897083858,0.8132324610875391,4.8632800733263535,1.921693402544136,4.755355124153095,0,0,0,280,0.0,1
199,5,0.5954831528932372,1.0917899424027795,5.763918672413847,0.3988430874182738,4.390523588754003,1,0,0,240,0.0,1
200,4,0.6367739929220576,0.3819902132113044,3.156996197625952,4.004987441681601,4.338629510762269,0,1,1,300,0.0,1
201,10,0.3251356350354028,1.1705414886340226,1.7282498024900386,1.1661943009811648,2.332772495719461,1,0,0,230,0.0,1
202,7,0.978947849786072,0.7939426167368274,5.608818071361961,2.1878941955166216,0.5721240855627446,0,0,0,210,0.0,1
203,1,0.3459004356824569,1.0097289312916622,2.475832595557591,4.898775108053461,5.313787846110433,1,0,0,260,0.0,1
204,4,0.7145440080752029,0.9862426382173768,1.786555953275197,4.9038420278854415,5.102559685218994,0,0,0,240,0.0,1
205,8,0.4705640043262863,0.7809352212878644,4.6568925579553655,2.1964210171673155,3.025506841939905,1,0,0,290,0.0,1
206,11,0.7008857895390437,0.7207395208743149,0.7491259903872625,0.6481903825370396,1.1007036460113055,0,1,1,270,0.0,1
207,6,0.8216911675708048,0.3305648740915461,3.412940960721905,3.146781310133256,4.118298238078919,1,0,0,200,0.0,1
208,6,0.7869475395772708,1.0114640665185075,5.560376375098555,1.6497780368505237,2.1023204697190985,1,1,0,270,0.0,1
209,11,1.025066968400884,0.8945944814544061,5.724459170713336,5.8226023466634205,5.044631164557915,0,0,1,200,0.0,2
210,8,0.7255936605753678,0.772893950816359,1.4753921100460812,3.3160674866714746,4.152289055554926,1,0,0,250,0.0,1
211,3,0.7871763579497484,1.114537173025121,4.444520817502819,1.3710693228580115,0.9864848317365154,0,0,0,280,0.0,1
212,2,0.7138265405736464,0.6199297166699879,3.584234660169197,0.5903148921461993,2.45027466693216,1,0,0,220,0.0,1
213,8,0.2524318096247361,1.1181916838334676,0.4609209987643032,5.670095992567819,4.9946580366350055,0,0,0,250,0.0,1
214,10,1.1177108874410284,0.2539533357303134,5.101409705169775,2.524883398547584,3.847659256459239,1,1,0,300,0.0,1
215,4,0.6501792081866791,1.1371677171533223,1.7810390217923515,2.9494232244971257,0.7651263976816012,0,0,1,230,0.0,1
216,5,1.0826389272369374,0.9567366922370752,2.9019933232458466,4.365164858840069,5.361987037436151,1,0,0,290,0.005,3
217,10,0.6375212586341986,0.9166613399608856,2.132723049762285,2.1661794265774,2.1193762881670226,0,0,0,240,0.0,2
218,7,0.7875395673930818,0.683782840518186,1.7218890737832966,0.9872752347360496,4.939642067516139,1,1,0,210,0.0,1
219,2,0.5790634910833747,0.6716618443887519,4.513138774021438,3.773923782383745,1.2568092253751078,0,0,1,270,0.0,3
220,3,1.0559143303241163,0.6559214326598038,5.351834001043921,3.769792287444712,0.3870914892518555,1,1,0,230,0.0,1
221,9,0.9107343901400295,0.4442633742564058,2.9547244762422333,1.0216658925282367,3.034789213210193,0,0,1,290,0.0,1
222,12,0.8517548779098696,1.166183463329007,5.452745666494485,3.4173817808728986,4.53803948317418,1,0,0,260,0.0,1
223,6,0.4442443247947277,0.7184120976925847,1.1174280213274104,5.003076546066708,3.036586760022668,0,0,0,210,0.0,1
224,6,1.1130602302164845,0.4690000141398234,2.1206429336249446,1.1791394197471934,1.9580565216376409,1,0,1,250,0.0,2
225,12,0.541659997733935,0.8087808149687383,5.234961114035126,4.878168216488502,4.508447732785062,0,0,0,220,0.0,1
226,9,0.8119622446771346,0.4920302643809689,0.3028167970376836,4.843031733596718,4.296185190228711,1,0,0,230,0.0,1
227,3,0.3203172230604571,1.0195972675970917,3.586680515388057,2.739895001581397,2.477479346138337,0,1,0,300,0.0,1
